"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","LAMP5_KIT","ADHD",0.119520549611242,0.13676736746702,0.0117201068969296,1.14430002130911,0.0980593457363689,0.140478733543115,5.25798551587338e-09,3.52221961555123e-09,1.49280456353671,0.135488352395652,0.827553109821516
"5","LAMP5_KIT","Alzheimer Disease",0.119520549611242,0.261132785809857,0.0576266212628387,2.18483588520326,0.482148228486882,0.0111236607164445,1.41282435108736e-09,1.77185433945836e-09,0.797370483354318,0.425235896477609,0.906883153081281
"6","LAMP5_KIT","Anorexia",0.119520549611242,0.135501712860967,0.0144936482478584,1.13371059036882,0.121264906286,0.27104764608406,4.80962670548745e-09,5.81602998407205e-09,0.826960438419203,0.408259485193088,0.903250080317374
"7","LAMP5_KIT","Autism",0.119520549611242,0.156189450342289,0.0196314404488901,1.30679996745596,0.164251591151014,0.0596829214251906,1.02674437363519e-08,6.36190930000988e-09,1.61389344804648,0.106550540074995,0.827553109821516
"8","LAMP5_KIT","BMI",0.119520549611242,0.154954016496144,0.0106794868781819,1.29646338642313,0.0893527256435697,0.00146777703208949,5.8030388912224e-09,4.399000457471e-09,1.31917214997486,0.187111566697217,0.827553109821516
"9","LAMP5_KIT","Bipolar",0.119520549611242,0.148568111109458,0.00939707173804221,1.24303403550852,0.0786230633025666,0.00241914470802898,6.6105289854068e-10,3.13549700671793e-09,0.210828744892547,0.833020907465382,0.989924199825869
"14","LAMP5_KIT","Epilepsy",0.119520549611242,0.172760692628767,0.016156338996773,1.44544760872249,0.135176244163233,0.00059357287795285,8.83203481228702e-09,1.5474019089995e-08,0.57076540754674,0.568158674754694,0.960533604030443
"15","LAMP5_KIT","Age of smoking",0.119520549611242,0.133258731269037,0.0134939721018696,1.11494409708189,0.112900853834431,0.308791177493218,1.16910687159346e-10,1.05785895711305e-09,0.110516327694952,0.911999901559276,0.989924199825869
"16","LAMP5_KIT","Cigarettes per day",0.119520549611242,0.159554487071854,0.0157155018428297,1.33495442909883,0.131487864588531,0.0170504270299637,2.15049492855963e-09,2.09109473089882e-09,1.02840626815375,0.303758761249877,0.863314374078598
"17","LAMP5_KIT","Drinks per week",0.119520549611242,0.143387385723096,0.00936826943603689,1.19968813889732,0.0783820812948784,0.0122835172986683,6.73211596929159e-11,6.5656756389805e-10,0.102535006897431,0.918332027779922,0.99001450960332
"18","LAMP5_KIT","Smoking cessation",0.119520549611242,0.161162524240367,0.0138821228709601,1.34840849347306,0.116148418963214,0.00512476013512778,3.28514368123893e-09,1.75575874765742e-09,1.87106781362875,0.061335682163137,0.827553109821516
"19","LAMP5_KIT","Smoking initiation",0.119520549611242,0.117231132809297,0.00834898979231303,0.980844994359615,0.0698540110421962,0.784111396703202,-8.45016286167166e-11,8.77050373203283e-10,-0.0963475202776418,0.923244570880959,0.990718033192264
"20","LAMP5_KIT","Height",0.119520549611242,0.185980652411525,0.0111160372731182,1.55605586668112,0.0930052389256473,2.6134205285401e-09,-6.3292173579024e-10,1.00738221031603e-08,-0.0628283614013478,0.949903181345447,0.996439906441523
"22","LAMP5_KIT","Intelligence",0.119520549611242,0.131549493540333,0.00810437374016244,1.1006433117001,0.0678073667375453,0.139995384504982,-6.88907064141447e-10,2.54406363572048e-09,-0.270790028389502,0.786552529639922,0.989924199825869
"23","LAMP5_KIT","Depression",0.119520549611242,0.112016033930479,0.0079735368227139,0.93721150291584,0.0667126853804556,0.346770860652292,-4.53359636148145e-10,9.26146788892583e-10,-0.489511642846852,0.624479513775369,0.973907388409692
"28","LAMP5_KIT","Type 2 Diabetes",0.119520549611242,0.0929959784697999,0.026437149064992,0.778075224488869,0.221193335798595,0.303022261408213,-1.17081179242698e-08,4.06354395592136e-09,-2.88125785060325,0.00396091457795806,0.603155738862499
"29","LAMP5_KIT","Parkinson Disease",0.119520549611242,0.149549207702909,0.0226691171203541,1.2512426372648,0.189667109079474,0.177576966095138,-4.19646149383904e-09,2.50705691149227e-09,-1.6738596856747,0.0941581788644778,0.827553109821516
"30","LAMP5_KIT","PTSD",0.119520549611242,0.0698176863406798,0.0602698956222616,0.58414796926363,0.504263876114177,0.378629375760916,-2.2748217872065e-09,3.15045622263328e-09,-0.722061068763277,0.470256932339529,0.934913570227697
"32","LAMP5_KIT","Schizophrenia",0.119520549611242,0.139494610996803,0.00807474763318522,1.16711821900526,0.0675594921496725,0.0146228129459035,1.36975748933937e-09,4.94057306849725e-09,0.277246681781392,0.781590697060913,0.989924199825869
"35","LAMP5_KIT","Education Years",0.119520549611242,0.128333732462013,0.00829789344656741,1.07373780391269,0.0694265000751548,0.289896860909149,2.08404896162507e-10,1.93477127867379e-09,0.107715520929874,0.914221357228783,0.989924199825869
"36","LAMP5_KIT","Neuroticism",0.119520549611242,0.112535022645828,0.00763345587936509,0.941553758009523,0.0638673090459677,0.362940643325855,-1.90139973713771e-09,1.43757882059646e-09,-1.32264033797382,0.185955012996984,0.827553109821516
"37","SST_NOS1","ADHD",0.110599801146052,0.117912762229316,0.00963988329213007,1.06612092433698,0.0871600418105648,0.448494659785472,-1.13960242631132e-10,2.96217236086187e-09,-0.0384718472621137,0.969311477490904,0.996439906441523
"41","SST_NOS1","Alzheimer Disease",0.110599801146052,0.231119309114732,0.0366329816351835,2.08969009636399,0.331221044301951,0.000346622526918739,1.99915533697322e-10,9.85860865318528e-10,0.202782705684062,0.839304875966492,0.989924199825869
"42","SST_NOS1","Anorexia",0.110599801146052,0.109821796287386,0.0133949308226119,0.992965585375338,0.121111708012235,0.953660818903548,-6.28879348979905e-09,5.84683274485707e-09,-1.07558977043267,0.282110764399326,0.863314374078598
"43","SST_NOS1","Autism",0.110599801146052,0.132685750318204,0.0179028607267663,1.19969248536882,0.161870641187905,0.217369880162999,3.13461248671145e-09,6.2739803176774e-09,0.499621026524333,0.617341949570242,0.973907388409692
"44","SST_NOS1","BMI",0.110599801146052,0.137174552768651,0.00873236443064097,1.24027847561413,0.078954612396721,0.00289382426692631,-8.39065549509047e-10,3.42056528614715e-09,-0.245300258675709,0.806223951473671,0.989924199825869
"45","SST_NOS1","Bipolar",0.110599801146052,0.159407185770148,0.0101622482966004,1.44129721860569,0.0918830611926753,3.91395532257848e-06,4.7362656412145e-09,3.57776248158724e-09,1.32380661533275,0.185567278540001,0.827553109821516
