"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","ADARB2_TRPS1.PVALB_MYO5B","ADHD",0.135400682987989,0.128226411177633,0.0113019673152702,0.947014507962319,0.0834705340169718,0.525902150220787,-1.50312235918063e-09,2.89860599089877e-09,-0.518567326466665,0.604062498799466,0.988760667742654
"5","ADARB2_TRPS1.PVALB_MYO5B","Alzheimer Disease",0.135400682987989,0.276870934616803,0.0517200178759584,2.04482672100969,0.381977525774713,0.00293406118797268,1.28468748161515e-09,1.26422757101849e-09,1.01618372440665,0.309541905328086,0.988760667742654
"6","ADARB2_TRPS1.PVALB_MYO5B","Anorexia",0.135400682987989,0.149476829315327,0.0162382987101706,1.10395919737411,0.119927745945055,0.382026120663814,5.43047220330642e-09,6.11226530624408e-09,0.88845492321134,0.374296092833179,0.988760667742654
"7","ADARB2_TRPS1.PVALB_MYO5B","Autism",0.135400682987989,0.114461118500203,0.0181670313904897,0.845351116215245,0.134172376309957,0.230858539822653,-7.40233440915173e-09,5.00365692307634e-09,-1.47938488248723,0.139037478185575,0.988760667742654
"8","ADARB2_TRPS1.PVALB_MYO5B","BMI",0.135400682987989,0.144888497633793,0.00806200528780932,1.07007213284622,0.0595418361997809,0.236017546581559,-3.59408437103005e-09,2.51304018435778e-09,-1.43017385611306,0.152667126989201,0.988760667742654
"9","ADARB2_TRPS1.PVALB_MYO5B","Bipolar",0.135400682987989,0.167122943752182,0.0101922167728682,1.23428434823336,0.0752744856816736,0.00193359533486059,1.31084047557122e-09,2.716127829667e-09,0.482613690435891,0.629370056533242,0.988760667742654
"14","ADARB2_TRPS1.PVALB_MYO5B","Epilepsy",0.135400682987989,0.189690436034912,0.019056320203112,1.40095627177699,0.140740207379917,0.00611958297809179,9.91874403918496e-09,1.87328826199961e-08,0.529483061437504,0.596470391703711,0.988760667742654
"15","ADARB2_TRPS1.PVALB_MYO5B","Age of smoking",0.135400682987989,0.16157504616197,0.012392910050241,1.19331042204789,0.0915276775327666,0.0345357328297313,1.27587037047225e-09,9.12152232262569e-10,1.39874718862167,0.161888808110682,0.988760667742654
"16","ADARB2_TRPS1.PVALB_MYO5B","Cigarettes per day",0.135400682987989,0.155402343591729,0.0133876678891942,1.14772200673104,0.0988744487380591,0.122703789731891,-5.04868195852517e-10,2.03119082266161e-09,-0.248557737766338,0.803702902994246,0.99592954997381
"17","ADARB2_TRPS1.PVALB_MYO5B","Drinks per week",0.135400682987989,0.150074578734793,0.0116330666943141,1.10837386801147,0.0859158642157366,0.208909386519733,-6.18048858562113e-10,7.43091861679442e-10,-0.83172604954289,0.405563593483286,0.988760667742654
"18","ADARB2_TRPS1.PVALB_MYO5B","Smoking cessation",0.135400682987989,0.14316225441664,0.008913138284703,1.0573229858031,0.0658278679841935,0.38267984715233,-8.32396373040451e-10,1.09642222749777e-09,-0.75919326712313,0.447736953073299,0.988760667742654
"19","ADARB2_TRPS1.PVALB_MYO5B","Smoking initiation",0.135400682987989,0.122025650938953,0.00805922915222139,0.90121887309665,0.0595213330861579,0.096732088754547,-1.09826895126868e-09,7.516397010406e-10,-1.46116410528633,0.143970411089828,0.988760667742654
"20","ADARB2_TRPS1.PVALB_MYO5B","Height",0.135400682987989,0.209971104765701,0.0122205811031197,1.55073888943623,0.0902549443137133,2.16734112052934e-09,4.51531908978058e-09,9.65857766173461e-09,0.467493170104061,0.640147077442619,0.988760667742654
"22","ADARB2_TRPS1.PVALB_MYO5B","Intelligence",0.135400682987989,0.137736030996876,0.00807977369474611,1.01724768263609,0.0596730645403231,0.772609878709571,-2.96725758212581e-09,2.19781130696604e-09,-1.35009660416296,0.176984997501203,0.988760667742654
"23","ADARB2_TRPS1.PVALB_MYO5B","Depression",0.135400682987989,0.131957976494346,0.0105849788119814,0.974573935539535,0.0781752246620525,0.744917463348523,1.67993103369293e-10,1.09541464134133e-09,0.153360286624968,0.878114161036692,0.99592954997381
"28","ADARB2_TRPS1.PVALB_MYO5B","Type 2 Diabetes",0.135400682987989,0.193191819860824,0.0286217866206913,1.42681569691905,0.211385836386292,0.0356655311100774,1.69047170372506e-09,3.90296288360882e-09,0.433125231814142,0.664923793113184,0.988760667742654
"29","ADARB2_TRPS1.PVALB_MYO5B","Parkinson Disease",0.135400682987989,0.244686730208911,0.0424293968985005,1.80713069394647,0.313361764225843,0.0080813754945731,4.18615341496278e-09,3.95003850967947e-09,1.05977534262127,0.289246816960103,0.988760667742654
"30","ADARB2_TRPS1.PVALB_MYO5B","PTSD",0.135400682987989,0.0550102429260754,0.0678220347791044,0.406277440498251,0.500898764189546,0.19273461055609,-4.01424388948743e-09,3.07695887727491e-09,-1.30461408474936,0.192024289793305,0.988760667742654
"32","ADARB2_TRPS1.PVALB_MYO5B","Schizophrenia",0.135400682987989,0.158385713568056,0.00918009280030289,1.16975564725996,0.0677994571202954,0.0123023505055499,2.44879677330723e-09,5.44840542250177e-09,0.44945201089364,0.653105618974544,0.988760667742654
"35","ADARB2_TRPS1.PVALB_MYO5B","Education Years",0.135400682987989,0.144214263548379,0.00758365073873606,1.06509258569376,0.0560089548396795,0.245897545868295,3.84817292888382e-10,1.4968439726687e-09,0.257085775080684,0.797112558427802,0.99592954997381
